User_SubFunctional_Area,User_Experience (Years),Relevant_Degree,Releveant_Cert,Industry,Sector,Relevant_Match_Score
Network / System Administration,6-12 exp,0,0,retail,retail,0.92
Network / System Administration,6-12 exp,0,0,retail,retail,0.73
Network / System Administration,6-12 exp,0,0,retail,retail,0.73
Hardware / Telecom Equipment Design,6-12 exp,0,1,retail,retail,0.74
Network / System Administration,6-12 exp,0,0,retail,retail,0.92
Network / System Administration,6-12 exp,0,0,retail,retail,0.86
Network / System Administration,6-12 exp,0,0,retail,retail,0.92
Network / System Administration,6-12 exp,0,0,retail,retail,0.73
Network / System Administration,6-12 exp,0,0,retail,retail,0.77
Network / System Administration,12+,0,0,retail,retail,0.73
Hardware / Telecom Equipment Design,6-12 exp,0,0,sports,fitness,0.76
Hardware / Telecom Equipment Design,6-12 exp,1,0,telecom,isp,0.76
"Embedded, VLSI",6-12 exp,0,0,telecom,isp,0.76
Telecom Network Design / Management,6-12 exp,1,0,telecom,isp,0.76
"Embedded, VLSI",6-12 exp,0,0,telecom,isp,0.76
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.76
Hardware / Telecom Equipment Design,6-12 exp,0,0,telecom,isp,0.76
Hardware / Telecom Equipment Design,6-12 exp,0,0,telecom,isp,0.78
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.76
Hardware / Telecom Equipment Design,6-12 exp,1,0,telecom,isp,0.76
"Embedded, VLSI",6-12 exp,0,1,telecom,isp,0.74
Telecom Network Design / Management,6-12 exp,0,1,telecom,isp,0.76
"Embedded, VLSI",6-12 exp,0,0,telecom,isp,0.76
"Embedded, VLSI",6-12 exp,0,0,telecom,isp,0.76
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.76
"Embedded, VLSI",6-12 exp,0,0,telecom,isp,0.76
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.76
Network / System Administration,6-12 exp,0,1,telecom,isp,0.78
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.86
Hardware / Telecom Equipment Design,6-12 exp,0,0,telecom,isp,0.89
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.76
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.76
Telecom Network Design / Management,6-12 exp,1,0,telecom,isp,0.76
Telecom Network Design / Management,6-12 exp,1,0,telecom,isp,0.86
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.76
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.8
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.86
Telecom Network Design / Management,6-12 exp,1,1,telecom,isp,0.84
"Embedded, VLSI",6-12 exp,0,0,telecom,isp,0.71
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.76
"Embedded, VLSI",6-12 exp,0,0,telecom,isp,0.76
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.76
Hardware / Telecom Equipment Design,6-12 exp,1,1,telecom,isp,0.76
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.76
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.76
Telecom Network Design / Management,6-12 exp,1,0,telecom,isp,0.76
Telecom Network Design / Management,6-12 exp,1,0,telecom,isp,0.76
Hardware / Telecom Equipment Design,6-12 exp,0,1,telecom,isp,0.78
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.86
Telecom Network Design / Management,6-12 exp,1,0,telecom,isp,0.76
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.76
Hardware / Telecom Equipment Design,6-12 exp,0,1,telecom,isp,0.74
Hardware / Telecom Equipment Design,6-12 exp,0,0,telecom,isp,0.78
Network / System Administration,6-12 exp,0,0,telecom,isp,0.73
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.76
Hardware / Telecom Equipment Design,6-12 exp,1,0,telecom,isp,0.76
Hardware / Telecom Equipment Design,6-12 exp,0,0,telecom,isp,1.0
Hardware / Telecom Equipment Design,6-12 exp,0,1,telecom,isp,0.78
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.74
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.76
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.76
Hardware / Telecom Equipment Design,6-12 exp,0,1,telecom,isp,0.78
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.84
Telecom Network Design / Management,6-12 exp,1,0,telecom,isp,0.76
Telecom Network Design / Management,6-12 exp,1,0,telecom,isp,0.76
"Embedded, VLSI",6-12 exp,1,0,telecom,isp,0.76
Telecom Network Design / Management,6-12 exp,1,0,telecom,isp,0.84
Telecom Network Design / Management,6-12 exp,1,0,telecom,isp,0.84
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.8
Network / System Administration,6-12 exp,0,0,telecom,isp,0.82
Hardware / Telecom Equipment Design,6-12 exp,0,0,telecom,isp,0.78
Hardware / Telecom Equipment Design,6-12 exp,0,0,telecom,isp,0.78
Hardware / Telecom Equipment Design,6-12 exp,0,1,telecom,isp,0.78
Network / System Administration,6-12 exp,0,0,telecom,isp,0.73
Telecom Network Design / Management,6-12 exp,1,0,telecom,isp,0.86
Hardware / Telecom Equipment Design,6-12 exp,0,1,telecom,isp,0.74
Network / System Administration,6-12 exp,0,0,telecom,isp,0.77
Telecom Network Design / Management,6-12 exp,0,1,telecom,isp,0.76
Network / System Administration,6-12 exp,0,0,telecom,isp,0.73
Network / System Administration,6-12 exp,0,0,telecom,isp,0.76
Telecom Network Design / Management,6-12 exp,1,0,telecom,isp,0.84
Hardware / Telecom Equipment Design,6-12 exp,0,1,telecom,isp,0.76
Telecom Network Design / Management,6-12 exp,0,1,telecom,isp,0.76
Hardware / Telecom Equipment Design,6-12 exp,0,1,telecom,isp,0.78
Telecom Network Design / Management,6-12 exp,1,1,telecom,isp,0.76
Hardware / Telecom Equipment Design,6-12 exp,0,1,telecom,isp,0.78
Network / System Administration,6-12 exp,0,1,telecom,isp,0.86
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.76
Network / System Administration,6-12 exp,0,0,telecom,isp,0.76
Network / System Administration,6-12 exp,0,0,telecom,isp,0.82
"Embedded, VLSI",6-12 exp,0,0,telecom,isp,0.76
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,1.0
Hardware / Telecom Equipment Design,6-12 exp,0,1,telecom,isp,0.74
Hardware / Telecom Equipment Design,6-12 exp,0,0,telecom,isp,0.78
"Embedded, VLSI",6-12 exp,0,0,telecom,isp,0.81
Hardware / Telecom Equipment Design,6-12 exp,0,1,telecom,isp,0.74
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.84
Hardware / Telecom Equipment Design,6-12 exp,0,1,telecom,isp,0.74
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.77
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.76
Network / System Administration,6-12 exp,0,0,telecom,isp,0.77
"Embedded, VLSI",6-12 exp,0,0,telecom,isp,0.76
Hardware / Telecom Equipment Design,6-12 exp,0,1,telecom,isp,0.76
Hardware / Telecom Equipment Design,6-12 exp,1,0,telecom,isp,0.84
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.72
Telecom Network Design / Management,6-12 exp,1,0,telecom,isp,0.84
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.76
Hardware / Telecom Equipment Design,6-12 exp,0,0,telecom,isp,0.74
Hardware / Telecom Equipment Design,6-12 exp,0,1,telecom,isp,0.86
"Embedded, VLSI",6-12 exp,0,0,telecom,isp,0.89
Hardware / Telecom Equipment Design,6-12 exp,0,0,telecom,isp,0.84
Hardware / Telecom Equipment Design,6-12 exp,0,1,telecom,isp,0.78
Hardware / Telecom Equipment Design,6-12 exp,0,0,telecom,isp,0.78
Hardware / Telecom Equipment Design,6-12 exp,0,1,telecom,isp,0.78
Hardware / Telecom Equipment Design,6-12 exp,0,0,telecom,isp,1.0
Telecom Network Design / Management,6-12 exp,1,0,telecom,isp,0.73
Network / System Administration,6-12 exp,0,0,telecom,isp,0.84
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,1.0
Hardware / Telecom Equipment Design,6-12 exp,0,0,telecom,isp,0.86
Network / System Administration,6-12 exp,1,1,telecom,isp,0.86
Hardware / Telecom Equipment Design,6-12 exp,0,0,telecom,isp,0.74
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.74
Telecom Network Design / Management,6-12 exp,0,1,telecom,isp,1.0
Hardware / Telecom Equipment Design,6-12 exp,1,0,telecom,isp,0.86
Network / System Administration,6-12 exp,0,0,telecom,isp,0.84
Hardware / Telecom Equipment Design,6-12 exp,0,0,telecom,isp,0.78
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.84
Network / System Administration,6-12 exp,0,0,telecom,isp,0.76
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.76
Hardware / Telecom Equipment Design,6-12 exp,0,0,telecom,isp,0.92
Hardware / Telecom Equipment Design,6-12 exp,0,0,telecom,isp,0.92
Telecom Network Design / Management,6-12 exp,0,1,telecom,isp,0.86
Hardware / Telecom Equipment Design,6-12 exp,0,1,telecom,isp,0.74
Hardware / Telecom Equipment Design,6-12 exp,0,1,telecom,isp,0.78
Hardware / Telecom Equipment Design,6-12 exp,0,0,telecom,isp,0.92
Network / System Administration,6-12 exp,0,0,telecom,isp,0.84
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.86
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.86
Telecom Network Design / Management,6-12 exp,1,0,telecom,isp,0.84
Hardware / Telecom Equipment Design,6-12 exp,0,1,telecom,isp,0.78
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.84
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.78
Hardware / Telecom Equipment Design,6-12 exp,0,0,telecom,isp,0.78
Network / System Administration,6-12 exp,0,1,telecom,isp,0.76
Telecom Network Design / Management,6-12 exp,0,1,telecom,isp,0.86
Network / System Administration,6-12 exp,0,0,telecom,isp,0.73
Telecom Network Design / Management,6-12 exp,1,0,telecom,isp,0.84
Network / System Administration,6-12 exp,0,0,telecom,isp,0.73
Hardware / Telecom Equipment Design,6-12 exp,0,1,telecom,isp,0.74
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.76
Telecom Network Design / Management,6-12 exp,1,0,telecom,isp,0.84
Hardware / Telecom Equipment Design,6-12 exp,0,1,telecom,isp,0.74
Hardware / Telecom Equipment Design,6-12 exp,0,1,telecom,isp,0.78
Hardware / Telecom Equipment Design,6-12 exp,0,1,telecom,isp,0.74
Telecom Network Design / Management,6-12 exp,0,1,telecom,isp,0.86
Hardware / Telecom Equipment Design,6-12 exp,1,1,telecom,isp,0.74
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.86
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,1.0
Hardware / Telecom Equipment Design,6-12 exp,0,0,telecom,isp,0.84
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.86
Telecom Network Design / Management,6-12 exp,1,0,telecom,isp,0.84
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.84
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.73
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.84
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.86
Telecom Network Design / Management,6-12 exp,1,0,telecom,isp,0.86
Hardware / Telecom Equipment Design,12+,0,0,telecom,isp,0.84
Telecom Network Design / Management,12+,0,1,telecom,isp,0.86
Telecom Network Design / Management,12+,1,0,telecom,isp,0.84
Telecom Network Design / Management,12+,1,0,telecom,isp,0.86
Telecom Network Design / Management,12+,1,0,telecom,isp,0.86
Hardware / Telecom Equipment Design,12+,0,0,telecom,isp,0.84
Telecom Network Design / Management,12+,0,1,telecom,isp,0.86
Telecom Network Design / Management,12+,0,1,telecom,isp,0.86
Telecom Network Design / Management,12+,0,1,telecom,isp,0.88
Network / System Administration,12+,0,0,telecom,isp,0.78
Hardware / Telecom Equipment Design,12+,0,0,telecom,isp,0.86
Hardware / Telecom Equipment Design,12+,0,0,telecom,isp,1.0
Telecom Network Design / Management,12+,0,0,telecom,isp,0.84
Telecom Network Design / Management,12+,1,0,telecom,isp,0.84
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.76
Network / System Administration,6-12 exp,0,0,telecom,isp,0.76
Hardware / Telecom Equipment Design,6-12 exp,0,0,telecom,isp,0.78
Telecom Network Design / Management,6-12 exp,0,0,telecom,isp,0.86
Network / System Administration,6-12 exp,0,0,textile,garmentsfashion,0.77
Network / System Administration,6-12 exp,0,1,textile,garmentsfashion,0.86
Network / System Administration,6-12 exp,0,0,textile,garmentsfashion,0.82
Network / System Administration,6-12 exp,0,0,textile,garmentsfashion,0.73
Network / System Administration,6-12 exp,0,0,travel,tourism,0.84
Network / System Administration,6-12 exp,0,0,travel,tourism,0.73
Network / System Administration,6-12 exp,0,0,unskilled,labordomestichelp,0.84
Network / System Administration,6-12 exp,0,0,it,software,0.84
Network / System Administration,6-12 exp,0,0,it,software,0.86
Hardware / Telecom Equipment Design,12+,0,0,it,hardwarenetworking,0.92
